sentence,label,tokens,word_count,char_count
"As part of the reorganisation , Pohjola Insurance 's 250 field staff for private customers will join the payroll of local cooperative banks from the beginning of October 2008 .",neutral,"['as', 'part', 'of', 'the', 'reorganisation', 'pohjola', 'insurance', 's', 'field', 'staff', 'for', 'private', 'customers', 'will', 'join', 'the', 'payroll', 'of', 'local', 'cooperative', 'banks', 'from', 'the', 'beginning', 'of', 'october']",26,176
"As part of the reorganization , Kauko-Telko Ltd will be divided into Telko Ltd , Leipurin Ltd , Hamina Terminal Services Ltd and Kaukomarkkinat Ltd. .",neutral,"['as', 'part', 'of', 'the', 'reorganization', 'kauko', 'telko', 'ltd', 'will', 'be', 'divided', 'into', 'telko', 'ltd', 'leipurin', 'ltd', 'hamina', 'terminal', 'services', 'ltd', 'and', 'kaukomarkkinat', 'ltd']",23,150
Aspo 's Group structure and business operations are continually developed without any predefined schedules .,neutral,"['aspo', 's', 'group', 'structure', 'and', 'business', 'operations', 'are', 'continually', 'developed', 'without', 'any', 'predefined', 'schedules']",14,108
Aspo serves demanding business-to-business customers .,neutral,"['aspo', 'serves', 'demanding', 'business', 'to', 'business', 'customers']",7,54
"Aspocomp said it will spin off its Chinese and Indian units , and some equipment from its Salo plant in Finland , into a newly-formed unit , most of which it will then sell on to Hong Kong-listed Meadville .",neutral,"['aspocomp', 'said', 'it', 'will', 'spin', 'off', 'its', 'chinese', 'and', 'indian', 'units', 'and', 'some', 'equipment', 'from', 'its', 'salo', 'plant', 'in', 'finland', 'into', 'a', 'newly', 'formed', 'unit', 'most', 'of', 'which', 'it', 'will', 'then', 'sell', 'on', 'to', 'hong', 'kong', 'listed', 'meadville']",38,207
"At some point , it will spread also to Iran and Iraq .",neutral,"['at', 'some', 'point', 'it', 'will', 'spread', 'also', 'to', 'iran', 'and', 'iraq']",11,54
"At the end of last week , Protalix BioTherapeutics Inc ( AMEX : PLX ) published a prospectus for a first offering on AMEX of about 5 % of its share capital .",neutral,"['at', 'the', 'end', 'of', 'last', 'week', 'protalix', 'biotherapeutics', 'inc', 'amex', 'plx', 'published', 'a', 'prospectus', 'for', 'a', 'first', 'offering', 'on', 'amex', 'of', 'about', 'of', 'its', 'share', 'capital']",26,157
"At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn .",neutral,"['at', 'the', 'end', 'of', 'march', 'the', 'company', 's', 'loans', 'amounted', 'to', 'eur', 'mn']",13,75
"At the moment , there are approximately 20 Vianor sales offices in Russia .",neutral,"['at', 'the', 'moment', 'there', 'are', 'approximately', 'vianor', 'sales', 'offices', 'in', 'russia']",11,75
Automation makes it possible to conduct several tests simultaneously .,neutral,"['automation', 'makes', 'it', 'possible', 'to', 'conduct', 'several', 'tests', 'simultaneously']",9,70
"Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR .",neutral,"['barclays', 'plc', 'lse', 'barc', 'nyse', 'bcs', 'credit', 'agricole', 'sa', 'epa', 'aca', 'cagr']",12,86
"Based on the design of previous handsets , the Nokia E72 and Nokia E63 this Symbian-based model is promised to offer direct access to over 90 per cent of the world s corporate email through Mail for Exchange and IBM Lotus Notes Traveler .",neutral,"['based', 'on', 'the', 'design', 'of', 'previous', 'handsets', 'the', 'nokia', 'e', 'and', 'nokia', 'e', 'this', 'symbian', 'based', 'model', 'is', 'promised', 'to', 'offer', 'direct', 'access', 'to', 'over', 'per', 'cent', 'of', 'the', 'world', 's', 'corporate', 'email', 'through', 'mail', 'for', 'exchange', 'and', 'ibm', 'lotus', 'notes', 'traveler']",42,238
Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,neutral,"['basware', 'business', 'transactions', 'service', 'enables', 'the', 'customer', 'to', 'receive', 'and', 'send', 'invoices', 'in', 'an', 'electronic', 'format']",16,113
Basware finances the acquisition with a bank loan .,neutral,"['basware', 'finances', 'the', 'acquisition', 'with', 'a', 'bank', 'loan']",8,51
"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay product suite .",neutral,"['basware', 'invoice', 'processing', 'basware', 'contract', 'matching', 'basware', 'order', 'matching', 'and', 'basware', 'kpi', 'reporting', 'tool', 'are', 'part', 'of', 'the', 'basware', 's', 'enterprise', 'purchase', 'to', 'pay', 'product', 'suite']",26,180
"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay solution suite .",neutral,"['basware', 'invoice', 'processing', 'basware', 'contract', 'matching', 'basware', 'order', 'matching', 'and', 'basware', 'kpi', 'reporting', 'tool', 'are', 'part', 'of', 'the', 'basware', 's', 'enterprise', 'purchase', 'to', 'pay', 'solution', 'suite']",26,181
Basware offers full support for all SAP versions starting from SAP 4.5 .,neutral,"['basware', 'offers', 'full', 'support', 'for', 'all', 'sap', 'versions', 'starting', 'from', 'sap']",11,72
"Beef imports fell slightly from 2006 , to 14mn kilos .",neutral,"['beef', 'imports', 'fell', 'slightly', 'from', 'to', 'mn', 'kilos']",8,54
Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK .,neutral,"['benefon', 'will', 'turn', 'the', 'salo', 'unit', 'into', 'a', 'b', 'b', 'business', 'unit', 'and', 'establish', 'a', 'b', 'c', 'business', 'unit', 'in', 'the', 'uk']",22,102
"Berling Capital , Umo Capital and Veikko Laine are the biggest shareholders in Amanda Capital .",neutral,"['berling', 'capital', 'umo', 'capital', 'and', 'veikko', 'laine', 'are', 'the', 'biggest', 'shareholders', 'in', 'amanda', 'capital']",14,95
Bluewin Security is available as a monthly subscription .,neutral,"['bluewin', 'security', 'is', 'available', 'as', 'a', 'monthly', 'subscription']",8,57
"Blyk is launching first in the UK market in mid-2007 , with other markets to follow .",neutral,"['blyk', 'is', 'launching', 'first', 'in', 'the', 'uk', 'market', 'in', 'mid', 'with', 'other', 'markets', 'to', 'follow']",15,85
"Body ES Vostok also owns stakes in power sales companies MosenergosbytBody ( RTS : MSSB ) ( 50.9 % ) , Altaienergosbyt ( 100 % ) , Saratovenergo ( RTS : SARE ) Body ( 48.36 % ) and Tambov Power Sales Company ( RTS : TASB ) ( 49.01 % ) , all ofBodywhich it received from the distribution balance .",neutral,"['body', 'es', 'vostok', 'also', 'owns', 'stakes', 'in', 'power', 'sales', 'companies', 'mosenergosbytbody', 'rts', 'mssb', 'altaienergosbyt', 'saratovenergo', 'rts', 'sare', 'body', 'and', 'tambov', 'power', 'sales', 'company', 'rts', 'tasb', 'all', 'ofbodywhich', 'it', 'received', 'from', 'the', 'distribution', 'balance']",33,296
Both sources said Nokia would unveil its new phone code-named `` Tube '' on Oct. 2 at an analyst and media event in London .,neutral,"['both', 'sources', 'said', 'nokia', 'would', 'unveil', 'its', 'new', 'phone', 'code', 'named', 'tube', 'on', 'oct', 'at', 'an', 'analyst', 'and', 'media', 'event', 'in', 'london']",22,124
"Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago .",neutral,"['byline', 'tim', 'moran', 'cellular', 'phone', 'giant', 'nokia', 'corp', 'is', 'offering', 'billion', 'for', 'digital', 'map', 'supplier', 'navteq', 'corp', 'of', 'chicago']",19,130
Capital base and capital adequacy measurement is based on approaches under Basel II .,neutral,"['capital', 'base', 'and', 'capital', 'adequacy', 'measurement', 'is', 'based', 'on', 'approaches', 'under', 'basel', 'ii']",13,85
"CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital .",neutral,"['capman', 'with', 'offices', 'in', 'helsinki', 'stockholm', 'copenhagen', 'and', 'oslo', 'manages', 'nordic', 'buyout', 'mezzanine', 'technology', 'life', 'science', 'and', 'real', 'estate', 'funds', 'with', 'approximately', 'eur', 'bn', 'in', 'total', 'capital']",27,202
"CapMan 's first real estate fund , which had a total investment capacity of ( EURO ) 500 million and closed in June 2005 , invested in commercial properties in the Helsinki metropolitan area .",neutral,"['capman', 's', 'first', 'real', 'estate', 'fund', 'which', 'had', 'a', 'total', 'investment', 'capacity', 'of', 'euro', 'million', 'and', 'closed', 'in', 'june', 'invested', 'in', 'commercial', 'properties', 'in', 'the', 'helsinki', 'metropolitan', 'area']",28,192
"Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911 .",neutral,"['cardona', 'slowed', 'her', 'vehicle', 'turned', 'around', 'and', 'returned', 'to', 'the', 'intersection', 'where', 'she', 'called']",14,100
"Cargotec 's brands , Hiab , Kalmar and MacGREGOR , are global market leaders in their fields and their solutions are used on land and at sea - wherever cargo is on the move .",neutral,"['cargotec', 's', 'brands', 'hiab', 'kalmar', 'and', 'macgregor', 'are', 'global', 'market', 'leaders', 'in', 'their', 'fields', 'and', 'their', 'solutions', 'are', 'used', 'on', 'land', 'and', 'at', 'sea', 'wherever', 'cargo', 'is', 'on', 'the', 'move']",30,174
"Cencorp would focus on the development , manufacture and marketing of standard products for production automation .",neutral,"['cencorp', 'would', 'focus', 'on', 'the', 'development', 'manufacture', 'and', 'marketing', 'of', 'standard', 'products', 'for', 'production', 'automation']",15,115
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC fabrication process .,neutral,"['changes', 'to', 'the', 'as', 'built', 'models', 'from', 'the', 'design', 'were', 'communicated', 'to', 'the', 'subcontractors', 'to', 'accommodate', 'them', 'into', 'the', 'steel', 'and', 'grc', 'fabrication', 'process']",24,151
Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color .,neutral,"['choose', 'from', 'a', 'giant', 'countdown', 'with', 'red', 'head', 'or', 'rainbow', 'trout', 'or', 'the', 'giant', 'shad', 'rap', 'in', 'perch', 'color']",19,102
Closing of such transaction took place today .,neutral,"['closing', 'of', 'such', 'transaction', 'took', 'place', 'today']",7,46
"Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights .",neutral,"['cohen', 'steers', 'inc', 'shares', 'representing', 'of', 'the', 'share', 'capital', 'and', 'voting', 'rights']",12,102
"Cohen & Steers , Inc. : 5 534 626 shares representing 4.985 % of the share capital and voting rights .",neutral,"['cohen', 'steers', 'inc', 'shares', 'representing', 'of', 'the', 'share', 'capital', 'and', 'voting', 'rights']",12,102
com and possibly also through photo-msn .,neutral,"['com', 'and', 'possibly', 'also', 'through', 'photo', 'msn']",7,41
"Companies evaluated in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense .",neutral,"['companies', 'evaluated', 'in', 'the', 'report', 'include', 'aladdin', 'ca', 'f', 'secure', 'kaspersky', 'marshal', 'mcafee', 'microsoft', 'panda', 'proofpoint', 'sophos', 'symantec', 'trend', 'micro', 'tumbleweed', 'and', 'websense']",23,193
COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .,neutral,"['comptel', 'corporation', 'sami', 'ervio', 'president', 'and', 'ceo', 'distribution', 'nasdaq', 'omx', 'helsinki', 'major', 'media', 'comptel', 'dynamic', 'oss', 'solutions', 'enable', 'telecom', 'service', 'providers', 'to', 'deliver', 'services', 'flexibly', 'and', 'charge', 'them', 'effectively']",29,217
Connectivity Services include outsourced Scan and Capture which transfers paper invoices into electronic format and Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,neutral,"['connectivity', 'services', 'include', 'outsourced', 'scan', 'and', 'capture', 'which', 'transfers', 'paper', 'invoices', 'into', 'electronic', 'format', 'and', 'basware', 'business', 'transactions', 'service', 'enables', 'the', 'customer', 'to', 'receive', 'and', 'send', 'invoices', 'in', 'an', 'electronic', 'format']",31,229
Consumption is forecast to grow by about 2 % .,positive,"['consumption', 'is', 'forecast', 'to', 'grow', 'by', 'about']",7,46
"Country : , Finland Sector : Construction-Real Estate Target : Pohjolan Design-Talo Oy Buyer : CapMan Oyj Vendor : Ruukki Group Oyj Deal size in USD : 102.6 m Type : Divestment Status : Agreed",neutral,"['country', 'finland', 'sector', 'construction', 'real', 'estate', 'target', 'pohjolan', 'design', 'talo', 'oy', 'buyer', 'capman', 'oyj', 'vendor', 'ruukki', 'group', 'oyj', 'deal', 'size', 'in', 'usd', 'm', 'type', 'divestment', 'status', 'agreed']",27,192
"Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status : Closed",neutral,"['country', 'switzerland', 'sector', 'pharmaceuticals', 'target', 'synosia', 'therapeutics', 'holding', 'ag', 'buyer', 'biotie', 'therapies', 'corp', 'deal', 'size', 'in', 'usd', 'm', 'type', 'corporate', 'acquisition', 'financing', 'all', 'stock', 'status', 'closed']",26,213
Country : ; Germany Sector : Construction-Real Estate ; Machinery-Engineering Target : Caverion GmbH Buyer : YIT Oyj Deal size in USD : 90.3 m Type : Corporate acquisition Status : Agreed,neutral,"['country', 'germany', 'sector', 'construction', 'real', 'estate', 'machinery', 'engineering', 'target', 'caverion', 'gmbh', 'buyer', 'yit', 'oyj', 'deal', 'size', 'in', 'usd', 'm', 'type', 'corporate', 'acquisition', 'status', 'agreed']",24,187
"Cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space .",neutral,"['cramo', 'is', 'a', 'service', 'company', 'specialising', 'in', 'construction', 'machinery', 'and', 'equipment', 'rental', 'and', 'rental', 'related', 'services', 'as', 'well', 'as', 'the', 'rental', 'and', 'sale', 'of', 'modular', 'space']",26,166
"Cramo Plc is a service company specialising in construction machinery and equipment rental and rental-related services , as well as rental and sale of modular space .",neutral,"['cramo', 'plc', 'is', 'a', 'service', 'company', 'specialising', 'in', 'construction', 'machinery', 'and', 'equipment', 'rental', 'and', 'rental', 'related', 'services', 'as', 'well', 'as', 'rental', 'and', 'sale', 'of', 'modular', 'space']",26,166
credit 20 November 2009 - Finnish glass technology company Glaston Oyj Abp ( HEL : GLA1V ) said today it concluded a EUR74m revolving credit facility agreement with its core banks .,positive,"['credit', 'november', 'finnish', 'glass', 'technology', 'company', 'glaston', 'oyj', 'abp', 'hel', 'gla', 'v', 'said', 'today', 'it', 'concluded', 'a', 'eur', 'm', 'revolving', 'credit', 'facility', 'agreement', 'with', 'its', 'core', 'banks']",27,181
